Ratio.H.L.TotProt.R1.LOG2	Ratio.H.L.TotProt.R2.LOG2	Ratio.H.L.TotProt.R3.LOG2	T-test Significant 	Median_Log2.H.M.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
0.00294999778270721	0.120899997651577	-0.115000002086163		0.002949997782707	0.0130590535856289	-8.66478584720773	0.0135046982632643	0.976439080355892	0.00294999778270721	Q9NUP1	Biogenesis of lysosome-related organelles complex 1 subunit 4	BLOC1S4
-0.0331999994814396	0.00315000116825104	0.0395000018179417		0.00315000116825105	0.894459393512399	0.150095239884365	0.0484393706626063	0.922940768799579	0.00315000116825104	H3BN55	Ras-related protein Rab-27A (Fragment)	RAB27A
0.00355000048875809	0.0294000003486872	-0.022299999371171		0.0035500004887581	0.834134610460251	0.237863878017067	0.0787638583997486	0.876414776432696	0.00355000048875809	P08047	Transcription factor Sp1	SP1
0.00359999993816018	-0.0245999991893768	0.118500001728535		0.00359999993816018	0.535087173309301	0.742622947435679	0.271575459468182	0.614546058174907	0.0325000008257727	A0A0S2Z404	Regulator of chromosome condensation 1 isoform 2 (Fragment)	RCC1
0.0653000026941299	-0.00600000005215406	0.00359999993816018		0.00359999993816018	0.447034836618752	0.938558243820542	0.349658631763395	0.534022016679455	0.020966667526712	O94906	Pre-mRNA-processing factor 6	PRPF6
0.0502000004053116	-0.156700000166893	0.00359999993816018		0.00359999993816018	0.0130590535856289	-8.66478584720773	0.194476520484472	0.709421166174438	-0.0342999999411404	Q96DV4	39S ribosomal protein L38, mitochondrial	MRPL38
0.00384999997913837	0.0573999993503094	-0.0496999993920326		0.0038499999791384	0.0130590535856289	-8.66478584720773	0.0398690694070206	0.935865250205251	0.00384999997913837	Q6NXG4	WDR13 protein (Fragment)	WDR13
0.00389999989420176	-0.848699986934662	0.559499979019165		0.00389999989420176	0.837961563855627	-0.232225948305273	0.076775901403412	0.879894012908296	-0.095100002673765	A0A087WY82	Junctional adhesion molecule A	F11R
0.187000006437302	-0.179100006818771	0.00394999980926514		0.0039499998092655	0.973580698081543	0.0373755810533106	0.0116280448845763	0.979257436836437	0.00394999980926514	A0A024R073	Cleavage and polyadenylation specific factor 3-like, isoform CRA_c	CPSF3L
0.00400000065565109	-0.0366999991238117	0.0447000004351139		0.0040000006556511	0.0130590535856289	-8.66478584720773	0.055273329951063	0.913872303691654	0.00400000065565109	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1	ANKHD1
0.00410000002011657	-0.00389999989420176	0.104500003159046		0.00410000002011657	0.422390956814834	1.00067254068361	0.374285388408539	0.511311664860397	0.034900001094987	A8K245	cDNA FLJ75441, highly similar to Homo sapiens vaccinia related kinase 1 (VRK1), mRNA	NA
0.214300006628037	0.00410000002011657	-0.0162000004202127		0.00410000002011657	0.0130590535856289	-8.66478584720773	0.340181404014482	0.542512569444593	0.0674000020759801	Q8IUI8-2	Isoform 2 of Cytokine receptor-like factor 3	CRLF3
0.00410000002011657	0.341399997472763	-0.0137000000104308		0.00410000002011657	0.0130590535856289	-8.66478584720773	0.357163528116355	0.527210182986119	0.110599999160816	Q8IUR0	Trafficking protein particle complex subunit 5	TRAPPC5
0.112499997019768	0.00424999743700027	-0.104000002145767		0.0042499974370005	0.0130590535856289	-8.66478584720773	0.0213763497986417	0.963238454026652	0.00424999743700027	Q6IA86-4	Isoform 4 of Elongator complex protein 2	ELP2
-0.0842999964952469	0.0929000005125999	0.00430000200867653		0.0043000020086765	0.0130590535856289	-8.66478584720773	0.0265652523806646	0.955595667678037	0.00430000200867653	Q96S19-3	Isoform 3 of Methyltransferase-like 26	METTL26
0.0044999998062849	-0.033500000834465	0.0425000004470348		0.0044999998062849	0.0130590535856289	-8.66478584720773	0.0672897641837685	0.8941898488123	0.0044999998062849	Q9BSC4-2	Isoform 2 of Nucleolar protein 10	NOL10
0.0261000003665686	-0.0244999993592501	0.00480000022798777		0.00480000022798777	0.897694874984818	0.14544443270312	0.0468712542330246	0.924788281674505	0.00213333374510209	A0A024R578	Mitochondrial ribosomal protein L49, isoform CRA_b	MRPL49
0.015599999576807	-0.00279999990016222	0.00529999984428287		0.00529999984428287	0.374697370473662	1.13317715668477	0.426319354658464	0.463505807399203	0.00603333317364256	O43324	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1
0.00579999992623925	0.00410000002011657	0.0784000009298325		0.00579999992623925	0.352396813575365	1.20193692318446	0.452968027197785	0.442548855900423	0.0294333336253961	P43034	Platelet-activating factor acetylhydrolase IB subunit alpha	PAFAH1B1
0.00589999929070473	0.0502999983727932	-0.0384999997913837		0.00589999929070475	0.0130590535856289	-8.66478584720773	0.0760487170346024	0.881007180283612	0.00589999929070473	Q9H147	Deoxynucleotidyltransferase terminal-interacting protein 1	DNTTIP1
0.0750000029802322	-0.0760999992489815	0.0059000002220273		0.0059000002220273	0.0130590535856289	-8.66478584720773	0.0113953695147552	0.979355752923706	0.00160000131775935	X6RAL5	Histone deacetylase complex subunit SAP18	SAP18
0.00600000005215406	0.114900000393391	-0.13570000231266		0.00600000005215406	0.951971709460643	-0.0680007343535944	0.0213759577160446	0.963238454026652	-0.00493333395570517	A0A0S2Z430	Phosphoenolpyruvate carboxykinase 2 isoform 1 (Fragment)	PCK2
0.0061500002630055	0.00860000029206276	0.00370000000111759		0.00615000014659017	0.0490417159730886	4.34780085223037	1.3094343474257	0.108276663552333	0.00615000018539528	A0A024QYZ0	Sec61 gamma subunit, isoform CRA_a	SEC61G
0.00620000017806888	-0.0428999997675419	0.0210999995470047		0.00620000017806888	0.0130590535856289	-8.66478584720773	0.0898172031505257	0.857911454725303	-0.0052000000141561	Q09472	Histone acetyltransferase p300	EP300
0.00650000013411045	0.0148000000044703	0.00100000004749745		0.00650000013411045	0.0130590535856289	-8.66478584720773	0.688192790877134	0.292322177435553	0.00743333339535942	P50991	T-complex protein 1 subunit delta	CCT4
0.048200000077486	0.00669999979436398	-0.125799998641014		0.00669999979436398	0.696524067746658	-0.450422088412233	0.157063872335522	0.757960303265241	-0.0236333329230547	H7BYY1	Tropomyosin 1 (Alpha), isoform CRA_m	TPM1
0.0881000012159348	0.00680000009015203	-0.105499997735024		0.00680000009015203	0.95552900035562	-0.0629537725254237	0.0197561275484823	0.965530803159287	-0.00353333214297891	H9ZYJ2	Thioredoxin	TXN
0.115699999034405	0.00689999992027879	-0.008500000461936		0.00689999992027879	0.433165839970842	0.973043816008458	0.363345799731648	0.5222060514836	0.0380333328309158	E9KL44	Epididymis tissue sperm binding protein Li 14m	NA
-0.0641999989748001	0.00699999928474426	0.0781999975442886		0.00699999928474425	0.0130590535856289	-8.66478584720773	0.0552937172359784	0.913872303691654	0.00699999928474426	Q9H2U1	ATP-dependent RNA helicase DHX36	DHX36
0.00714999996125698	-0.0531000010669231	0.0674000009894371		0.007149999961257	0.0130590535856289	-8.66478584720773	0.0674409602609429	0.894060910685494	0.00714999996125698	Q5T092	Protein RER1 (Fragment)	RER1
0.00730000017210841	0.114799998700619	-0.244599997997284		0.00730000017210841	0.7383436977624	-0.383394943328966	0.13174142775051	0.792345081136493	-0.0408333330415189	H0UIA1	Acyl-CoA synthetase short-chain family member 2, isoform CRA_c	ACSS2
-0.0816999971866608	0.0129000004380941	0.00740000000223517		0.00740000000223517	0.0130590535856289	-8.66478584720773	0.241755486985168	0.648922723558124	-0.0204666655821105	Q96BS4	FBL protein (Fragment)	FBL
0.00749999983236194	-0.0307000000029802	0.0185000002384186		0.00749999983236194	0.0130590535856289	-8.66478584720773	0.0334364157477872	0.945284654809042	-0.00156666664406657	P82909	28S ribosomal protein S36, mitochondrial	MRPS36
-0.0276999995112419	0.194600000977516	0.00749999983236194		0.00749999983236194	0.0130590535856289	-8.66478584720773	0.311476727151658	0.570218190858995	0.0581333337662121	Q9NVE7	Pantothenate kinase 4	PANK4
-0.841099977493286	0.528199970722198	0.00760000012814999		0.00760000012814999	0.822533178792355	-0.25502403699776	0.0848465747447742	0.866180558497924	-0.101766668880979	F8WJN3	Cleavage and polyadenylation-specificity factor subunit 6	CPSF6
0.178599998354912	0.00769999995827675	0.00730000017210841		0.00769999995827675	0.375261564124106	1.13149972902335	0.425665915585914	0.463755541471295	0.0645333328284323	A8K9B9	cDNA FLJ77391, highly similar to Homo sapiens EH-domain containing 4 (EHD4), mRNA	NA
0.0234999991953373	0.00410000002011657	0.00769999995827675		0.00769999995827675	0.0130590535856289	-8.66478584720773	0.728257215933343	0.27325782530567	0.0117666663912435	Q9Y296	Trafficking protein particle complex subunit 4	TRAPPC4
0.00789999961853027	0.0869999974966049	-0.0711999982595444		0.00789999961853025	0.0130590535856289	-8.66478584720773	0.0562160735869062	0.912815883065027	0.00789999961853027	Q96CW5	Gamma-tubulin complex component 3	TUBGCP3
-0.0571000017225742	0.0913000032305717	0.00789999961853027		0.00789999961853027	0.0130590535856289	-8.66478584720773	0.110761440597471	0.823800482768996	0.0140333337088426	Q5QP19	NFS1 nitrogen fixation 1 (S. cerevisiae), isoform CRA_b	NFS1
0.00800000037997961	-0.0472999997437	0.0190999992191792		0.00800000037997961	0.774133130993872	-0.327897456864092	0.111184345409977	0.823169601389133	-0.00673333338151375	P22626	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1
0.00804999936372042	-0.0182000007480383	0.0342999994754791		0.0080499993637204	0.0130590535856289	-8.66478584720773	0.188161220603227	0.717479077168722	0.00804999936372042	Q9BV19	Uncharacterized protein C1orf50	C1orf50
0.00810000021010637	-0.153500005602837	0.123800002038479		0.00810000021010637	0.0130590535856289	-8.66478584720773	0.0283462643601102	0.952440765002982	-0.00720000111808379	Q14694	Ubiquitin carboxyl-terminal hydrolase 10	USP10
0.0082999998703599	0.00600000005215406	0.0105999996885657		0.00829999987035988	0.0130590535856289	-8.66478584720773	1.60811740701282	0.074602296258242	0.0082999998703599	Q5BJH7-3	Isoform 3 of Protein YIF1B	YIF1B
0.0767000019550323	0.00230000005103648	0.00839999970048666		0.00839999970048666	0.0130590535856289	-8.66478584720773	0.4605382589909	0.437153294467443	0.0291333339021852	Q8TCT9-5	Isoform 5 of Minor histocompatibility antigen H13	HM13
-0.00329999998211861	0.008500000461936	0.0714000016450882		0.008500000461936	0.385591582709396	1.10128994892335	0.413872455118659	0.474004538648801	0.0255333340416352	A0A140VJQ6	Oxysterol-binding protein	NA
0.00914999935775995	-0.0215000007301569	0.0397999994456768		0.00914999935775995	0.656607648778538	0.517072226146932	0.18269406250986	0.724220413990995	0.00914999935775995	P46926	Glucosamine-6-phosphate isomerase 1	GNPDA1
0.0157999992370605	0.00249999994412065	0.00914999935775995		0.00914999959059057	0.0130590535856289	-8.66478584720773	0.853819365863696	0.222211780533254	0.00914999951298038	Q6P582	Mitotic-spindle organizing protein 2A	MZT2A
0.00960000045597553	-0.0627000033855438	0.181600004434586		0.00960000045597553	0.0130590535856289	-8.66478584720773	0.211607051099885	0.686298504661647	0.0428333338350058	V9HWH0	Epididymis luminal protein 164	HEL164
-0.240799993276596	0.0397000014781952	0.00989999994635582		0.00989999994635582	0.0130590535856289	-8.66478584720773	0.261179673040863	0.625966105843848	-0.0637333306173484	Q9BZ95-3	Isoform 3 of Histone-lysine N-methyltransferase NSD3	NSD3
0.00650000013411045	0.159099996089935	0.00999999977648258		0.00999999977648258	0.0130590535856289	-8.66478584720773	0.438234946176135	0.454364696429995	0.0585333320001761	Q8WUA4	General transcription factor 3C polypeptide 2	GTF3C2
-0.0601000003516674	0.00999999977648258	0.145300000905991		0.00999999977648258	0.0130590535856289	-8.66478584720773	0.186319403284056	0.719855815264605	0.0317333334436019	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI1
0.0103000001981854	-0.0992999970912933	0.183699995279312		0.0103000001981854	0.0130590535856289	-8.66478584720773	0.131655159799975	0.792345081136493	0.0315666661287347	Q5BKZ1	DBIRD complex subunit ZNF326	ZNF326
0.0103000001981854	0.120300002396107	-0.154100000858307		0.0103000001981854	0.0130590535856289	-8.66478584720773	0.031192738777579	0.94810129099957	-0.00783333275467157	Q8WXA3-2	Isoform 2 of RUN and FYVE domain-containing protein 2	RUFY2
0.179800003767014	-0.0355000011622906	0.0104000000283122		0.0104000000283122	0.513438647744693	0.787620317620176	0.289511444058522	0.594214709867303	0.0515666675443451	A0A087X142	Septin-8	sep.08
-0.0531000010669231	0.157399997115135	0.0104000000283122		0.0104000000283122	0.0130590535856289	-8.66478584720773	0.220310970691589	0.675629371819554	0.0382333320255081	Q8NE02	AKAP8 protein	AKAP8
0.010499999858439	0.0582999996840954	-0.0206000003963709		0.010499999858439	0.556292441193359	0.700197620366538	0.25469684113828	0.632796556078672	0.0160666663820545	O14657	Torsin-1B	TOR1B
-0.0186999998986721	0.124700002372265	0.010499999858439		0.010499999858439	0.0130590535856289	-8.66478584720773	0.329365243311244	0.552657388198187	0.0388333341106772	Q96J01	THO complex subunit 3	THOC3
0.024100000038743	0.0105999996885657	-0.0423000007867813		0.0105999996885657	0.0130590535856289	-8.66478584720773	0.0400369415459363	0.935865250205251	-0.00253333368649085	Q9UIW2	Plexin-A1	PLXNA1
-0.0103000001981854	0.0107000004500151	0.151800006628037		0.0107000004500151	0.0130590535856289	-8.66478584720773	0.372757834547199	0.512579546779105	0.050733335626622	Q9BYW2	Histone-lysine N-methyltransferase SETD2	SETD2
0.285800009965897	-0.0493000000715256	0.0107000004500151		0.0107000004500151	0.0130590535856289	-8.66478584720773	0.293940791011914	0.589250697457694	0.0824000034481287	Q9H0U3	Magnesium transporter protein 1	MAGT1
-1.22210001945496	1.1904000043869	0.0108000002801418		0.0108000002801418	0.992927264013193	-0.0100026093419917	0.00308256418808186	0.99513692796702	-0.00696667159597079	A8K964	cDNA FLJ75071, highly similar to Homo sapiens pinin, desmosome associated protein (PNN), mRNA	NA
0.0108000002801418	-0.0970000028610229	0.138899996876717		0.0108000002801418	0.0130590535856289	-8.66478584720773	0.0857787256857435	0.865035089836062	0.0175666647652785	Q6XZF7	Dynamin-binding protein	DNMBP
0.0320000015199184	-0.0104000000283122	0.0108000002801418		0.0108000007458031	0.0130590535856289	-8.66478584720773	0.327296342775055	0.55448976866438	0.0108000005905827	Q12800-3	Isoform 3 of Alpha-globin transcription factor CP2	TFCP2
0.0109000001102686	-0.0476999990642071	0.017000000923872		0.0109000001102686	0.0130590535856289	-8.66478584720773	0.108290725048827	0.827248680583352	-0.0065999993433555	Q10469	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2
0.0412999987602234	-0.0274999998509884	0.0109999999403954		0.0109999999403954	0.0130590535856289	-8.66478584720773	0.143712581654914	0.775852274487351	0.00826666628321012	Q5VV42	Threonylcarbamoyladenosine tRNA methylthiotransferase	CDKAL1
0.0110999997705221	-0.0738999992609024	0.311300009489059		0.0110999997705221	0.0130590535856289	-8.66478584720773	0.258176641229105	0.629284418909337	0.0828333366662264	Q9UKY7	Protein CDV3 homolog	CDV3
-1.6628999710083	0.871100008487701	0.0113000003620982		0.0113000003620982	0.759960194924997	-0.349691460913256	0.11920915453124	0.810841447912258	-0.260166654052834	P11387	DNA topoisomerase 1	TOP1
0.0113499984145164	0.166500002145767	-0.143800005316734		0.0113499984145165	0.0130590535856289	-8.66478584720773	0.0405954531326142	0.935238192054563	0.0113499984145164	Q53GS8	Wolf-Hirschhorn syndrome candidate 2 protein variant (Fragment)	NA
0.0114999990910292	0.0728999972343445	-0.0498999990522861		0.0114999990910292	0.0130590535856289	-8.66478584720773	0.109905110073723	0.825083790765216	0.0114999990910292	Q53G69	Translocase of inner mitochondrial membrane 44 homolog (Fragment)	NA
0.0115999998524785	-0.0430999994277954	0.0822999998927116		0.0115999998524785	0.0130590535856289	-8.66478584720773	0.163212577714352	0.750815492681789	0.0169333334391316	V9HW37	Epididymis secretory protein Li 69	HEL-S-69
-0.00789999961853027	0.0310999993234873	0.0115999998524785		0.0115999998524785	0.0130590535856289	-8.66478584720773	0.386005254180336	0.500490039100449	0.0115999998524785	Q9Y5P4	Collagen type IV alpha-3-binding protein	COL4A3BP
0.0119000002741814	-0.101800002157688	0.179100006818771		0.0119000002741814	0.750429676277591	0.364479065438762	0.124689999803878	0.802967595097456	0.0297333349784215	O43665-2	Isoform 2 of Regulator of G-protein signaling 10	RGS10
0.0782999992370605	0.0120000001043081	-0.0870999991893768		0.0120000001043081	0.0130590535856289	-8.66478584720773	0.00686913012522878	0.988167701471164	0.00106666671733061	Q9BUN6	MRPS30 protein (Fragment)	MRPS30
0.0121500007808208	0.0980999991297722	-0.0737999975681305		0.0121500007808209	0.0130590535856289	-8.66478584720773	0.0812326362297242	0.872521180943618	0.0121500007808208	Q9BUB7	Transmembrane protein 70, mitochondrial	TMEM70
0.0303000006824732	-0.0364000014960766	0.0122999995946884		0.0122999995946884	0.0130590535856289	-8.66478584720773	0.0329924180887477	0.945685839189379	0.00206666626036167	Q9ULC4	Malignant T-cell-amplified sequence 1	MCTS1
0.140900000929832	0.0124000003561378	-0.024100000038743		0.0124000003561378	0.480122110465019	0.860668965630521	0.318648293547909	0.563425442489348	0.0430666670824091	A0A024R029	Activator of basal transcription 1, isoform CRA_a	ABT1
-1.50820004940033	0.805499970912933	0.0125000001862645		0.0125000001862645	0.766948769018244	-0.338916459702702	0.115233645276271	0.817057365246248	-0.230066692767044	H3BV80	RNA-binding protein with serine-rich domain 1	RNPS1
0.00810000021010637	0.0127999996766448	0.0326999984681606		0.0127999996766448	0.141296845590907	2.36966418601087	0.849867534056601	0.223728752701706	0.0178666661183039	D0PNI1	Epididymis luminal protein 4	YWHAZ
0.0131000000983477	-0.00529999984428287	0.0320000015199184		0.0131000000983477	0.343121622169728	1.23205644814545	0.464551916819652	0.434632036693673	0.0132666672579944	B4DJ51	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a	HEL-S-72
0.0264999996870756	0.0131000000983477	-0.00820000004023314		0.0131000000983477	0.0130590535856289	-8.66478584720773	0.388224175931412	0.498650770742353	0.01046666658173	Q9NX08	COMM domain-containing protein 8	COMMD8
-0.067500002682209	0.0132999997586012	0.0220999997109175		0.0132999997586012	0.743525191785273	-0.375262333593808	0.128704312322937	0.79691207493001	-0.0107000010708968	H3BRL3	Ubiquitin domain-containing protein UBFD1	UBFD1
0.013399999588728	-0.0277999993413687	0.0516999997198582		0.013399999588728	0.0130590535856289	-8.66478584720773	0.192238629588012	0.712313961742102	0.0124333333224058	Q9BQ61	Telomerase RNA component interacting RNase	TRIR
-0.209499999880791	0.113399997353554	0.0135000003501773		0.0135000003501773	0.800133050210231	-0.288475099746755	0.0968377902985149	0.846596655729785	-0.0275333340590199	P23443-3	Isoform 2 of Ribosomal protein S6 kinase beta-1	RPS6KB1
-0.0549999997019768	0.0190999992191792	0.0137000000104308		0.0137000000104308	0.0130590535856289	-8.66478584720773	0.104737892333969	0.833112371533166	-0.0074000001574556	Q9UNK0	Syntaxin-8	STX8
0.273099988698959	0.0137999951839447	-0.24549999833107		0.0137999951839445	0.0130590535856289	-8.66478584720773	0.0292084237407697	0.951177665975634	0.0137999951839447	Q6P6C2	RNA demethylase ALKBH5	ALKBH5
0.0140000004321337	0.137700006365776	-0.0256999991834164		0.0140000004321337	0.483247693624101	0.853601548966514	0.315830210033409	0.566184940813621	0.0420000025381645	A0A024RD11	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	PPP2R5D
-0.00600000005215406	0.0285999998450279	0.0142000000923872		0.0142000000923872	0.346060606253949	1.22240922965512	0.460847835725381	0.437153294467443	0.0122666666284204	A0A024R830	Inositol-1-monophosphatase	IMPA1
0.110600002110004	0.0142000000923872	-0.0966999977827072		0.0142000000923872	0.0130590535856289	-8.66478584720773	0.0505698898114763	0.920278837367052	0.0093666681398948	Q6IBA0	NADH dehydrogenase (Ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	NDUFS5
0.031300000846386	0.0142000000923872	-0.00289999996311963		0.0142000004416332	0.286945144131462	1.43831120761688	0.542201124730622	0.379333623247835	0.0142000003252178	B4DLR3	cDNA FLJ54020, highly similar to Heterogeneous nuclear ribonucleoprotein U	NA
0.014299999922514	-0.0535000003874302	0.101099997758865		0.014299999922514	0.0130590535856289	-8.66478584720773	0.161168577261033	0.753071046964046	0.0206333324313164	Q6FHM2	GNB2 protein	GNB2
0.0143499970436096	0.152099996805191	-0.123400002717972		0.0143499970436095	0.873439119634584	0.180435020043658	0.0587673607762903	0.908206395720775	0.0143499970436096	O95104-3	Isoform 3 of Splicing factor, arginine/serine-rich 15	SCAF4
0.0892999991774559	-0.0599999986588955	0.0146500002592802		0.0146500002592802	0.0130590535856289	-8.66478584720773	0.115600868509111	0.816706653588361	0.0146500002592802	Q15404	Ras suppressor protein 1	RSU1
-0.0148999998345971	0.014750000089407	0.0443999990820885		0.0147499996237457	0.0130590535856289	-8.66478584720773	0.319037111717888	0.563179402336686	0.0147499997789661	Q86UA1	Pre-mRNA-processing factor 39	PRPF39
0.0148999998345971	-0.0449000000953674	0.123400002717972		0.0148999998345971	0.591967509871629	0.632054415899806	0.227702128869434	0.665833403019078	0.0311333341524005	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA
0.0208000000566244	-0.0491999983787537	0.0149999996647239		0.0149999996647239	0.860559131543825	-0.199144731779888	0.0652192826625325	0.89754792289762	-0.00446666621913513	A0A024R6H0	Cleavage and polyadenylation specific factor 2, 100kDa, isoform CRA_a	CPSF2
-0.0676999986171722	0.0149999996647239	0.0328000001609325		0.0149999996647239	0.850220871259979	-0.214236372644125	0.0704682381576678	0.889301503748953	-0.00663333293050528	A0A024R811	Lactamase, beta 2, isoform CRA_a	LACTB2
0.0149999996647239	-0.0807999968528748	0.0209999997168779		0.0149999996647239	0.0130590535856289	-8.66478584720773	0.157977023175711	0.757172931630589	-0.0149333324904243	Q9H9F9	Actin-related protein 5	ACTR5
0.0152000002563	-0.0306000001728535	0.0892999991774559		0.0152000002563	0.553762756625174	0.705178673108305	0.25667625613119	0.630804121874639	0.0246333330869675	K4DI92	RWD domain containing 4A	RWDD4
0.148599997162819	0.0157999992370605	-0.116999998688698		0.0157999992370605	0.855807646938442	0.206072303204684	0.0676238372627728	0.893866820139709	0.0157999992370605	E9PHV5	Sperm-specific antigen 2	SSFA2
0.0160000007599592	-0.0756999999284744	0.157399997115135		0.0160000007599592	0.678388222816685	0.480347839665539	0.168521700270972	0.743280055814575	0.0325666659822067	O43670-2	Isoform 2 of BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207
0.0353999994695187	0.00289999996311963	0.0160000007599592		0.0160000007599592	0.0130590535856289	-8.66478584720773	0.709424851709264	0.282004680977346	0.0181000000641992	Q16531	DNA damage-binding protein 1	DDB1
0.0163000002503395	-0.0461000017821789	0.0925000011920929		0.0163000002503395	0.654015718366692	0.521503562486648	0.184411813880788	0.722451020072826	0.0208999998867512	B2R9K8	cDNA, FLJ94440, highly similar to Homo sapiens chaperonin containing TCP1, subunit 6A (zeta 1)(CCT6A), mRNA	NA
0.0291000008583069	0.00359999993816018	0.0163500010967255		0.0163500003982335	0.15647374835298	2.22110042130531	0.805558524606293	0.24005646925532	0.0163500006310642	B2R761	cDNA, FLJ93299, highly similar to Homo sapiens sterol carrier protein 2 (SCP2), mRNA	NA
0.0167999994009733	0.0819000005722046	-0.370299994945526		0.0167999994009733	0.586934281205079	-0.641443240544982	0.231410523808268	0.661043449135527	-0.0905333316574494	P08651-4	Isoform 3 of Nuclear factor 1 C-type	NFIC
0.0167999994009733	-1.9021999835968	0.0439000017940998		0.0167999994009733	0.4412437887803	-0.952815822932072	0.355321394958037	0.528855753367233	-0.613833327467243	P49815-7	Isoform 7 of Tuberin	TSC2
0.0662999972701073	-0.162499994039536	0.0168999992311001		0.0168999992311001	0.0130590535856289	-8.66478584720773	0.130573787468795	0.794154020924419	-0.0264333325127761	Q6FGG2	VAMP3 protein	VAMP3
0.130700007081032	0.0169000029563904	-0.096900001168251		0.0169000029563905	0.0130590535856289	-8.66478584720773	0.0856284801586005	0.865156314197639	0.0169000029563904	Q8N4V1	Membrane magnesium transporter 1	MMGT1
0.0171000007539988	-0.287699997425079	0.0860999971628189		0.0171000007539988	0.0130590535856289	-8.66478584720773	0.189857161460216	0.715146428539886	-0.0614999998360872	Q6RFH5	WD repeat-containing protein 74	WDR74
0.12950000166893	-0.0719000026583672	0.0172000005841255		0.0172000005841255	0.710388664035656	0.427910676626281	0.148503977389979	0.76896193654601	0.0249333331982295	A0A024R7G6	Epidermal growth factor receptor pathway substrate 15-like 1, isoform CRA_a	EPS15L1
0.208100005984306	-0.031300000846386	0.0175000000745058		0.0175000000745058	0.468765969144901	0.886751765536029	0.329043924184992	0.552886837600097	0.0647666684041421	C9JYM0	Ribonuclease P protein subunit p20 (Fragment)	POP7
-0.138699993491173	0.0184000004082918	0.0178999993950129		0.0178999993950129	0.0130590535856289	-8.66478584720773	0.235921403185972	0.655510690016376	-0.0341333312292894	Q07955	Serine/arginine-rich splicing factor 1	SRSF1
0.0178999993950129	0.22409999370575	0.00350000010803342		0.0178999993950129	0.0130590535856289	-8.66478584720773	0.432266637659547	0.458420082201379	0.0818333310695986	Q9BQK8	Phosphatidate phosphatase LPIN3	LPIN3
0.142399996519089	0.0179999992251396	-0.37049999833107		0.0179999992251396	0.0130590535856289	-8.66478584720773	0.158196575057627	0.757091771532529	-0.0700333341956139	V9HW48	SH3 domain-binding glutamic acid-rich-like protein	HEL-S-115
-0.356299996376038	0.0182500034570694	0.392800003290176		0.018250003457069	0.940430103410144	0.084394428621108	0.0266734774462222	0.955547158059129	0.0182500034570694	B3KMW2	cDNA FLJ12778 fis, clone NT2RP2001740, moderately similar to Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.1.2.15)	NA
-0.145600005984306	0.216100007295609	0.0185000002384186		0.0185000002384186	0.0130590535856289	-8.66478584720773	0.0951229414157026	0.849244123776121	0.0296666671832403	Q9HAC8	Ubiquitin domain-containing protein 1	UBTD1
0.0417000018060207	0.0186000000685453	0.0175999999046326		0.0186000000685453	0.0130590535856289	-8.66478584720773	1.09201358990618	0.150963607027703	0.0259666672597329	Q9BWJ5	Splicing factor 3B subunit 5	SF3B5
0.0384000018239021	-0.0513000003993511	0.0186999998986721		0.0186999998986721	0.0130590535856289	-8.66478584720773	0.0223516714818968	0.962048860583652	0.0019333337744077	Q9BTE1	Dynactin subunit 5	DCTN5
0.128099992871284	-0.112000003457069	0.0190999992191792		0.0190999992191792	0.0130590535856289	-8.66478584720773	0.0548709643984651	0.913978267751845	0.0117333295444647	Q9BTY7	Protein HGH1 homolog	HGH1
0.0318000018596649	0.0192000009119511	-0.0476000010967255		0.0192000009119511	0.0130590535856289	-8.66478584720773	0.0143540067233791	0.975298915789327	0.00113333389163017	Q5JP53	Tubulin beta chain	TUBB
0.0194000005722046	-0.103500001132488	0.0267999991774559		0.0194000005722046	0.695542288732633	-0.452027861239886	0.15767645991362	0.757535953693076	-0.0191000004609426	A0A024R6D4	Enhancer of rudimentary homolog	ERH
-0.00480000022798777	0.0606000013649464	0.0197999998927116		0.0197999998927116	0.317291248449894	1.32134718675102	0.498541907518931	0.409924599586856	0.0252000003432234	O75947	ATP synthase subunit d, mitochondrial	ATP5H
0.031199999153614	0.0198999997228384	-0.022299999371171		0.0198999997228384	0.615151368237138	0.589675106848181	0.21101800568563	0.686930208369518	0.00959999983509382	A0A140VJS6	Proteasome subunit beta type	NA
0.301099985837936	0.0201999992132187	-0.0804999992251396		0.0201999992132187	0.554873628163803	0.702988737965497	0.255805915688798	0.631463208757231	0.0802666619420052	F5GYH1	Adaptin ear-binding coat-associated protein 1 (Fragment)	NECAP1
