Ratio.M.L.TotProt.R1.LOG2	Ratio.M.L.TotProt.R2.LOG2	Ratio.M.L.TotProt.R3.LOG2	T-test Significant 	Median_Log2.E.M.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
-0.267899990081787	-0.143800005316734	-0.0869999974966049		-0.143800005316734	0.0895837800230656	-3.11226303176716	1.04777061628774	0.125515331733754	-0.166233330965042	Q9BY44	Eukaryotic translation initiation factor 2A	EIF2A
-0.143500000238419	-0.195199996232986	0.437099993228912		-0.143500000238419	0.886321002087555	0.161815343468702	0.0524089596174094	0.902535265796459	0.0327999989191691	Q8TDW0	Volume-regulated anion channel subunit LRRC8C	LRRC8C
-0.0948999971151352	-0.143299996852875	-0.32480001449585		-0.143299996852875	0.115448597897659	-2.6818825090178	0.937611337234155	0.154767609871578	-0.187666669487953	O95881	Thioredoxin domain-containing protein 12	TXNDC12
-0.449000000953674	0.162599995732307	-0.143199995160103		-0.143200002610683	0.502491776250002	-0.81108463541424	0.29887103587499	0.546920386700407	-0.143200000127157	Q86V85	Integral membrane protein GPR180	GPR180
-0.0854000002145767	-0.200499996542931	-0.142949998378754		-0.142949998378754	0.0500078549731055	-4.30228788935063	1.3009617737199	0.0805821979995413	-0.142949998378754	A0A0B4J1Z1	Serine/arginine-rich-splicing factor 7	SRSF7
-0.0868000015616417	-0.142900004982948	-0.282000005245209		-0.142900004982948	0.0988570511782238	-2.93966251311422	1.00499234834158	0.136014766000858	-0.1705666705966	V9HW12	Epididymis secretory sperm binding protein Li 2a	HEL-S-2a
-0.142849996685982	-0.237800002098084	-0.0478999987244606		-0.142850000411272	0.12109293698016	-2.60582890129559	0.916881181230886	0.160985705862084	-0.142849999169509	E7EMN6	Protein phosphatase inhibitor 2 (Fragment)	PPP1R2
-0.160099998116493	-0.142800003290176	-0.0586999990046024		-0.142800003290176	0.0613604316236336	-3.84876253661325	1.21211159456981	0.0936484724718487	-0.120533333470424	Q8N1F7	Nuclear pore complex protein Nup93	NUP93
-0.142700001597404	-0.100699998438358	-0.192100003361702		-0.142700001597404	0.0315490251563166	-5.49588156005376	1.50101405562777	0.0572105374726295	-0.145166667799155	P14735	Insulin-degrading enzyme	IDE
-0.23589999973774	-0.142700001597404	-0.0751999989151955		-0.142700001597404	0.0831882078866285	-3.24694227704865	1.07993823458235	0.11836810492286	-0.151266666750113	Q9H488	GDP-fucose protein O-fucosyltransferase 1	POFUT1
-0.00270000007003546	-0.197500005364418	-0.141299992799759		-0.141299992799759	0.188141150597663	-1.96648866832561	0.725516210807716	0.232834900395165	-0.113833332744737	Q86UA3	Chromosome 12 open reading frame 10	C12orf10
-0.170100003480911	-0.141200006008148	-0.109499998390675	+	-0.141200006008148	0.015211284616875	-8.01526663228305	1.81783410754726	0.03591377986307	-0.140266669293245	Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1	GAR1
-0.183100000023842	-0.140699997544289	0.0159000009298325		-0.140699997544289	0.231987418998384	-1.69593202060162	0.634535567609812	0.278221913502948	-0.102633332212766	N0E4C7	Casein kinase II subunit beta	CSNK2B
0.250699996948242	-0.140699997544289	-0.160899996757507		-0.140699997544289	0.91079880899327	-0.126654425735007	0.0405775459620188	0.924153101021312	-0.0169666657845179	O00178	GTP-binding protein 1	GTPBP1
-0.13230000436306	-0.140599995851517	-0.16329999268055	+	-0.140599995851517	0.00403591600060519	-15.6931907917287	2.39405788130598	0.0180663687401675	-0.145399997631709	Q14203-3	Isoform 3 of Dynactin subunit 1	DCTN1
-0.0967999994754791	-0.224600002169609	-0.140499994158745		-0.140499994158745	0.0545211488471932	-4.10554730337708	1.2634350016828	0.0857765908164113	-0.153966665267944	B2R7T8	cDNA, FLJ93598, highly similar to Homo sapiens capping protein (actin filament) muscle Z-line, beta (CAPZB), mRNA	NA
-0.223600000143051	-0.140000000596046	-0.00139999995008111		-0.140000000596046	0.201213002409769	-1.87770816271506	0.696343970381854	0.245921660442856	-0.121666666896393	L7RT22	Integrin beta	ITGB5
-0.143999993801117	-0.139699995517731	-0.122500002384186	+	-0.139699995517731	0.00234501865819599	-20.6139861836201	2.62985369746176	0.0144429342210595	-0.135399997234344	P07942	Laminin subunit beta-1	LAMB1
-0.1925999969244	-0.112800002098084	-0.139599993824959	+	-0.139599993824959	0.0240859152168767	-6.32646309052527	1.61823684671087	0.0479005715826068	-0.148333330949148	V9HWB7	Epididymis luminal protein 60	HEL60
-0.13910000026226	-0.201499998569489	-0.0767000019550323		-0.139100000262261	0.0610060324740693	-3.86103003722631	1.21462721885549	0.0933687662842541	-0.13910000026226	A0A024R6W2	Nudix (Nucleoside diphosphate linked moiety X)-type motif 21, isoform CRA_a	NUDT21
-0.155900001525879	-0.13850000500679	0.103799998760223		-0.13850000500679	0.527592936490353	-0.757997805185106	0.277701027499795	0.570482142687335	-0.0635333359241486	Q16643	Drebrin	DBN1
-0.13850000500679	-0.211199998855591	-0.103299997746944		-0.13850000500679	0.0415263009219768	-4.75307538941426	1.38167675327244	0.0702299164470596	-0.151000000536442	Q53R19	Arp2/3 complex 34 kDa subunit	ARPC2
-0.203400000929832	-0.0326999984681606	-0.138099998235703		-0.138099998235703	0.128912852471368	-2.50831160171633	0.889703782035622	0.169272491576303	-0.124733332544565	A0A024R9U3	OCIA domain containing 1, isoform CRA_a	OCIAD1
-0.132599994540215	-0.137999996542931	-0.727699995040894		-0.137999996542931	0.234005835004626	-1.68512640445375	0.630773314014382	0.280117783729314	-0.332766662041346	A0A024R6U3	HCG2025883, isoform CRA_c	hCG_2025883
-0.137999996542931	-0.243300005793571	-0.122299998998642		-0.137999996542931	0.0475854188249166	-4.41893958757475	1.32252610396917	0.077449252432965	-0.167866667111715	P59998	Actin-related protein 2/3 complex subunit 4	ARPC4
-0.137999996542931	-0.068000003695488	-0.253899991512299		-0.137999996542931	0.105597525708825	-2.82803638405163	0.976346257825958	0.143515108572626	-0.153299997250239	Q8TEB1	DDB1- and CUL4-associated factor 11	DCAF11
-0.137999996542931	-0.13740000128746	0.0102000003680587		-0.13740000128746	0.214822219164406	-1.79309237377659	0.667920801674119	0.260811897476546	-0.0883999991541107	Q13158	FAS-associated death domain protein	FADD
-0.125900000333786	-0.137199997901917	-0.243000000715256		-0.137199997901917	0.0455545485282717	-4.52364442131909	1.34146825318364	0.0750091255103043	-0.168699999650319	Q9BTE1	Dynactin subunit 5	DCTN5
-0.136999994516373	-0.166899994015694	-0.10419999808073	+	-0.136999994516373	0.0172589703638471	-7.51300447967723	1.76298511700097	0.0386966669147181	-0.136033328870932	A0A024R566	Splicing factor 1, isoform CRA_a	SF1
-0.136700004339218	-0.0706000030040741	-0.254700005054474		-0.136700004339218	0.103596797439255	-2.86009126939983	0.984653670070738	0.141170622576377	-0.154000004132589	Q92643	GPI-anchor transamidase	PIGK
-0.0445000007748604	-0.136450007557869	-0.228400006890297		-0.136450003832579	0.123863710779202	-2.57029180502193	0.9070559199552	0.163776414450722	-0.136450005074342	Q8TB72-3	Isoform 3 of Pumilio homolog 2	PUM2
-0.248600006103516	-0.136399999260902	-0.127599999308586		-0.136399999260902	0.0482340647732485	-4.38686587737224	1.31664613784348	0.0783153600653558	-0.170866668224335	Q6P161	39S ribosomal protein L54, mitochondrial	MRPL54
-0.114799998700619	-0.178200006484985	-0.136199995875359	+	-0.136199995875359	0.0165223841647395	-7.68297584562649	1.78192728420218	0.0376904465775755	-0.143066667020321	V9HWB8	Pyruvate kinase	HEL-S-30
-0.0784000009298325	-0.13570000231266	-0.13910000026226		-0.13570000231266	0.0268516705383927	-5.97899950242659	1.57102869011483	0.0514427583381472	-0.117733334501584	Q92917	G-patch domain and KOW motifs-containing protein	GPKOW
-0.0751999989151955	-0.307900011539459	-0.135600000619888		-0.135600000619888	0.131308630925478	-2.48007650417244	0.881706727041975	0.172109418618274	-0.172900003691514	B2R8G6	Peptidylprolyl isomerase	NA
-0.223299995064735	-0.135600000619888	-0.0478999987244606		-0.135599996894598	0.115723172699777	-2.67806258868999	0.936579674838449	0.155013957160802	-0.135599998136361	Q14691	DNA replication complex GINS protein PSF1	GINS1
-0.135399997234344	-0.349500000476837	0.511500000953674		-0.135399997234344	0.975781593268013	0.0342600480271022	0.0106473784942268	0.97941543299206	0.00886666774749756	C9JYM0	Ribonuclease P protein subunit p20 (Fragment)	POP7
0.0842999964952469	-0.55620002746582	-0.135299995541573		-0.135299995541573	0.394105223963844	-1.07707902226415	0.404387808413647	0.443270997566219	-0.202400008837382	Q9Y2X3	Nucleolar protein 58	NOP58
-0.0359000004827976	-0.234500005841255	-0.135200008749962		-0.135200003162026	0.14238986949131	-2.35824036598023	0.846520918123566	0.184462055331448	-0.135200005024672	Q9BZV1-2	Isoform 2 of UBX domain-containing protein 6	UBXN6
-0.13510000705719	-0.181500002741814	-0.113300003111362	+	-0.13510000705719	0.0191306417559123	-7.12579754042035	1.71827046089956	0.0412323301481229	-0.143300004303455	P09132	Signal recognition particle 19 kDa protein	SRP19
0.0198999997228384	-0.13459999859333	-0.25780001282692		-0.13459999859333	0.262227283280534	-1.54561798823362	0.581322127445669	0.309701547098466	-0.124166670565804	Q9UKZ1	CCR4-NOT transcription complex subunit 11	CNOT11
-0.133900001645088	-0.159199997782707	0.0293000005185604		-0.133900001645088	0.275003874680108	-1.48863153557771	0.560661192453892	0.323374242232141	-0.087933332969745	B2R8K8	cDNA, FLJ93949, highly similar to Homo sapiens NIMA (never in mitosis gene a)-related kinase 7 (NEK7), mRNA	NA
-0.271600008010864	-0.133599996566772	0.0557000003755093		-0.133599996566772	0.344352714571978	-1.22800348444955	0.462996492509687	0.393710702693501	-0.116500001400709	Q96G61	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	NUDT11
-0.219500005245209	0.0623999983072281	-0.133300006389618		-0.133300006389618	0.365582928422794	-1.16068790839828	0.43701409265612	0.415756201744012	-0.0968000044425329	A0A024RAL3	Zinc finger, FYVE domain containing 16, isoform CRA_a	ZFYVE16
0.0368000008165836	-0.397000014781952	-0.133300006389618		-0.133300006389618	0.322251172169515	-1.30353605523044	0.491805495556564	0.371426569372096	-0.164500006784995	Q9Y5B9	FACT complex subunit SPT16	SUPT16H
-0.0631999969482422	-0.133000001311302	-0.134499996900558		-0.133000001311302	0.0426368309315322	-4.68666108465698	1.37021508264278	0.0714707728892092	-0.110233331720034	A0A140VK83	Protein phosphatase 1, regulatory subunit 7, isoform CRA_b	PPP1R7
-0.297600001096725	-0.132650002837181	0.0322999991476536		-0.132650000974536	0.298285879761698	-1.39288597236594	0.525367321159904	0.346691314699105	-0.132650001595418	Q8TCF1-3	Isoform 3 of AN1-type zinc finger protein 1	ZFAND1
-0.132499992847443	-0.124399997293949	-0.140599995851517	+	-0.132499996572733	0.00124338719163989	-28.3329316667703	2.90539360256715	0.0111512888397758	-0.132499995330969	B4DSH1	cDNA FLJ51295, highly similar to Cell division cycle 5-like protein	NA
-0.121799997985363	-0.208199992775917	-0.132499992847443		-0.132499992847443	0.0297311237873029	-5.66942072943947	1.52678867487696	0.0549772638754274	-0.154166661202908	P37108	Signal recognition particle 14 kDa protein	SRP14
-0.118400000035763	-0.234599992632866	-0.13230000436306		-0.13230000436306	0.0476567088278649	-4.41538328283658	1.32187595342342	0.0775254148203928	-0.16176666567723	Q70UQ0	Inhibitor of nuclear factor kappa-B kinase-interacting protein	IKBIP
-0.387499988079071	-0.131849989295006	0.123800002038479		-0.131849993020296	0.465961032751847	-0.893295096040393	0.331650397488019	0.512167088888845	-0.131849991778533	H0Y820	Serine/threonine-protein kinase Chk2 (Fragment)	CHEK2
-0.131300002336502	-0.344500005245209	-0.10869999974966		-0.131300002336502	0.122026792185294	-2.59372523608804	0.913544805367565	0.161974909945406	-0.194833335777124	H3BRD2	Sulfhydryl oxidase (Fragment)	GFER
-0.301499992609024	0.0392000004649162	-0.131149992346764		-0.131149996072054	0.313965484473045	-1.33348084078157	0.503118089234375	0.36326643928581	-0.13114999483029	B7Z4Z0	cDNA FLJ51916, highly similar to Type II inositol-3,4-bisphosphate4-phosphatase (EC 3.1.3.66)	NA
-0.260300010442734	-0.131050005555153	-0.00179999996908009		-0.131050005205907	0.221141947269045	-1.75617221007371	0.655328871504455	0.266965560926064	-0.131050005322322	Q96EQ0	Small glutamine-rich tetratricopeptide repeat-containing protein beta	SGTB
-0.168500006198883	-0.130950003862381	-0.0934000015258789		-0.130950003862381	0.0263309219188248	-6.04026753203428	1.57953393477228	0.0507874392261864	-0.130950003862381	B8ZZG1	MAGUK p55 subfamily member 6	MPP6
-0.162900000810623	-0.130899995565414	-0.0768000036478043		-0.130899995565414	0.038968339954751	-4.91648182227166	1.40928809471823	0.0667191136394987	-0.123533333341281	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4
-0.0071000000461936	-0.340400010347366	-0.130799993872643		-0.130799993872643	0.242883034694009	-1.63900036184907	0.61460282073162	0.289751190957886	-0.159433334755401	O60832	H/ACA ribonucleoprotein complex subunit 4	DKC1
-0.195899993181229	-0.109899997711182	-0.130799993872643		-0.130799993872643	0.0302335323099395	-5.61992274708969	1.51951110942419	0.0556127582460986	-0.145533328255018	P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1
-0.13629999756813	-0.0860999971628189	-0.130400002002716	+	-0.130400002002716	0.0176671474281841	-7.42338800169258	1.75283356686062	0.0391550380591414	-0.117599998911222	Q6IBR0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1
-0.0570000000298023	-0.130300000309944	-0.180899992585182		-0.130300000309944	0.0761905826195975	-3.41244540980527	1.11809870716236	0.110336820537764	-0.122733330974976	Q8NEU8-2	Isoform 2 of DCC-interacting protein 13-beta	APPL2
-0.0781999975442886	-0.130249992012978	-0.182300001382828		-0.130249999463558	0.0493257282308448	-4.33428642532252	1.30692647898973	0.0797842903140173	-0.130249996980031	B2RAG9	Mediator of RNA polymerase II transcription subunit 1	NA
-0.130199998617172	0.0410000011324883	-0.301400005817413		-0.130200002342462	0.318424243736068	-1.31724891720419	0.496993870325367	0.367346376633138	-0.130200001100699	Q6NUQ2	Calmin (Calponin-like, transmembrane)	CLMN
-0.0952999964356422	-0.129999995231628	-0.168699994683266	+	-0.129999995231628	0.0250789756848802	-6.19519056906049	1.60069020562185	0.0490690212005701	-0.131333328783512	I1SRC5	UBE2L3/KRAS fusion protein	NA
-0.129899993538857	-0.120899997651577	-0.325199991464615		-0.129899993538857	0.102339265090663	-2.88069178390965	0.989957706101143	0.139791778204786	-0.191999994218349	Q8NBX0	Saccharopine dehydrogenase-like oxidoreductase	SCCPDH
-0.0500999987125397	-0.129700005054474	-0.133300006389618		-0.129700005054474	0.0615099160761377	-3.84361895920993	1.21105486598271	0.0937676389815826	-0.10436667005221	Q9NZ32	Actin-related protein 10	ACTR10
-0.208800002932549	0.0856999978423119	-0.129299998283386		-0.129299998283386	0.439776421858254	-0.956460395648464	0.356768058584453	0.486926063840151	-0.0841333344578743	Q9UID3	Vacuolar protein sorting-associated protein 51 homolog	VPS51
-0.162200003862381	-0.0670000016689301	-0.129199996590614		-0.129199996590614	0.0504800501263111	-4.28050847357615	1.29688022264685	0.0811443520648156	-0.119466667373975	P42166	Lamina-associated polypeptide 2, isoform alpha	TMPO
-0.129150003194809	-0.150000005960464	-0.108300000429153	+	-0.129150003194809	0.008576048324443	-10.7287452114666	2.06671278062553	0.0258797545399527	-0.129150003194809	A0A024R770	Nuclear respiratory factor 1, isoform CRA_a	NRF1
-0.192800000309944	-0.0641999989748001	-0.128499999642372		-0.128499999642372	0.0742828509269441	-3.46140786691185	1.12911143816188	0.108500421647269	-0.128499999642372	Q53G19	Mitochondrial ribosomal protein L11 isoform a variant (Fragment)	NA
-0.281399995088577	-0.1283999979496	0.0245999991893768		-0.1283999979496	0.28325801786049	-1.45356421110541	0.547817795780058	0.331557550672421	-0.1283999979496	B7ZBC9	Katanin p60 ATPase-containing subunit A1 (Fragment)	KATNA1
-0.239399999380112	-0.1283999979496	-0.126300007104874		-0.1283999979496	0.0477838926288373	-4.40905800726961	1.32071847422216	0.0776829568566206	-0.164700001478195	Q6FHY4	N-ethylmaleimide-sensitive factor attachment protein, gamma, isoform CRA_b	NAPG
-0.0557000003755093	-0.216399997472763	-0.128299996256828		-0.128299996256828	0.102830597412735	-2.87260039795266	0.987877641110868	0.1403132132452	-0.1334666647017	Q08379	Golgin subfamily A member 2	GOLGA2
-0.123400002717972	-0.16889999806881	-0.128199994564056	+	-0.128199994564056	0.0104376456369318	-9.71131656964323	1.98139745206666	0.0287217535013554	-0.140166665116946	Q71SV8	Crn-related protein kim1	NA
-0.0890000015497208	-0.128000006079674	-0.229599997401237		-0.128000006079674	0.0709200949294992	-3.55228909041924	1.14923069286118	0.104452633075727	-0.148866668343544	A2RRP1	Neuroblastoma-amplified sequence	NBAS
-0.142399996519089	-0.127900004386902	-0.0493000000715256		-0.127900004386902	0.066438351072883	-3.68357541642707	1.17758115553965	0.0994245456648279	-0.106533333659172	A0A024R158	Structural maintenance of chromosomes protein	SMC2L1
-0.128600001335144	-0.0368000008165836	-0.12780000269413		-0.12780000269413	0.084978377826571	-3.20778531820357	1.07069156698595	0.120580290767487	-0.0977333349486192	A0A024RAJ6	Beta-hexosaminidase	HEXB
-0.396200001239777	-0.12780000269413	0.00249999994412065		-0.12780000269413	0.276768301333388	-1.48102516841453	0.557883657487903	0.325224977590651	-0.173833334663262	P40222	Alpha-taxilin	TXLNA
-0.418199986219406	-0.127599999308586	0.901899993419647		-0.127599999308586	0.794876458124327	0.296390925034183	0.0997003653361837	0.81952130905068	0.118700002630552	Q03111	Protein ENL	MLLT1
-0.127499997615814	-0.141100004315376	-0.0794000029563904	+	-0.127499997615814	0.0250588372745555	-6.19777585878455	1.60103908406038	0.0490690212005701	-0.116000001629194	Q9UJZ1	Stomatin-like protein 2, mitochondrial	STOML2
-0.339100003242493	0.10980000346899	-0.127399995923042		-0.127399995923042	0.455928044220655	-0.917042403634057	0.341103693440276	0.502001185649132	-0.118899998565515	Q6GQQ9-2	Isoform 2 of OTU domain-containing protein 7B	OTUD7B
0.135800004005432	-0.127399995923042	-0.133499994874001		-0.127399995923042	0.684761596273932	-0.469766646987616	0.164460604338488	0.719758648300264	-0.0416999955972036	Q6IB24	PDE6D protein	PDE6D
-0.261900007724762	-0.127399995923042	-0.0263000000268221		-0.127399995923042	0.179466825146382	-2.03011085700418	0.746015824251144	0.223939961639906	-0.138533334558209	Q8WXF1	Paraspeckle component 1	PSPC1
-0.127149999141693	-0.257400006055832	0.00310000008903444		-0.127150002983399	0.232938102859174	-1.69082733324243	0.632759460768121	0.279165934679764	-0.12715000170283	B3KUK7	Multifunctional fusion protein	KATNA1
-0.0179999992251396	-0.236100003123283	-0.127049997448921		-0.127050001174211	0.181082987652443	-2.01794638424849	0.742122347064221	0.225736607455994	-0.127049999932448	A0A024QZR0	Leucine rich repeat containing 20, isoform CRA_a	LRRC20
-0.126499995589256	-0.160199999809265	0.0888999998569489		-0.126499995589256	0.487069662646741	-0.845022705092029	0.312408919813189	0.532170629915528	-0.0659333318471909	A8K031	Kinetochore associated 2, isoform CRA_a	KNTC2
-0.559300005435944	-0.114900000393391	-0.126300007104874		-0.126300007104874	0.209673424029786	-1.82424750484846	0.678456612825218	0.255165780388364	-0.266833337644736	I3VM54	Lysine-specific demethylase 2A	KDM2A
-0.0789000019431114	-0.212599992752075	-0.12559999525547		-0.12559999525547	0.0710398306260102	-3.54894690863056	1.14849808380167	0.104592849562562	-0.139033329983552	A0A024RDR0	High-mobility group box 1, isoform CRA_a	HMGB1
-0.164599999785423	-0.12550000846386	-0.0864000022411346		-0.125500001013279	0.0308651053473335	-5.559396034043	1.51053225278825	0.0564097781985116	-0.125500003496806	Q15393	Splicing factor 3B subunit 3	SF3B3
-0.125499993562698	-0.0546000003814697	-0.268500000238419		-0.125499993562698	0.140592498505689	-2.37709081625539	0.852037851539996	0.182328802290973	-0.149533331394196	Q92804-2	Isoform Short of TATA-binding protein-associated factor 2N	TAF15
-0.188199996948242	0.11259999871254	-0.125100001692772		-0.125100001692772	0.541062619589789	-0.730510291841733	0.266752469147528	0.583076951792806	-0.0668999999761581	Q9BUK6	Protein misato homolog 1	MSTO1
-0.300999999046326	0.0926999971270561	-0.125		-0.125	0.43210602334209	-0.975727969345186	0.36440967979844	0.479587114333546	-0.111100000639757	Q496I0	COX7A2 protein	COX7A2
-0.104299999773502	-0.145199999213219	-0.12474999576807	+	-0.12474999949336	0.00883886238429459	-10.5659335123056	2.05360361938671	0.0263534723207804	-0.124749998251597	A0A024R7F9	Glutaryl-Coenzyme A dehydrogenase, isoform CRA_a	GCDH
-0.124699994921684	0.00970000028610229	-0.259099990129471		-0.124699994921684	0.249289889796658	-1.60704415631873	0.6032953360908	0.29649898955868	-0.124699994921684	A0A024R2D7	Transcriptional adaptor 3 (NGG1 homolog, yeast)-like, isoform CRA_a	TADA3L
-0.152899995446205	0.063400000333786	-0.124499998986721		-0.124499998986721	0.403468329107649	-1.05112655971397	0.394190550244511	0.452312021313576	-0.0713333313663801	Q86U75	Dihydropyrimidinase-like 2	NA
-0.124349996447563	-0.217299997806549	-0.0313999988138676		-0.124349998310208	0.146418047982808	-2.31716531642223	0.834405384653798	0.188725604937556	-0.124349997689327	Q59EF6	Calpain 2, large [catalytic] subunit variant (Fragment)	NA
-0.124300003051758	-0.0744000002741814	-0.142100006341934		-0.124300003051758	0.0303724164462861	-5.60645354068486	1.51752065400341	0.0558219677277558	-0.113600003222624	B2R8A2	cDNA, FLJ93804, highly similar to Homo sapiens gp25L2 protein (HSGP25L2G), mRNA	NA
-0.258700013160706	-0.123999997973442	-0.0386000014841557		-0.123999997973442	0.159707558815705	-2.1919936811035	0.796674530124859	0.202893179319128	-0.140433337539434	A0A140VJF3	Testicular tissue protein Li 27	NA
-0.139599993824959	0.0935000032186508	-0.123999997973442		-0.123999997973442	0.52970701769342	-0.753639565681082	0.275964273382414	0.572526305953592	-0.05669999619325	B5BUK7	Protein kinase C (Fragment)	PRKCI
-0.0511000007390976	-0.123800002038479	-0.552999973297119		-0.123800002038479	0.261401441764555	-1.54942231524977	0.582692024338711	0.309082607754764	-0.242633325358232	A0A024R306	Coiled-coil domain containing 72, isoform CRA_a	CCDC72
0.107500001788139	-0.355100005865097	-0.123800002038479		-0.123800002038479	0.451766223181613	-0.9270552959805	0.34508624272551	0.498168567810762	-0.123800002038479	A0A087WYC8	Regulator of nonsense transcripts 3B	UPF3B
-0.24770000576973	-0.123599998652935	-0.0557999983429909		-0.123599998652935	0.126797871147565	-2.53385338129258	0.896888038114738	0.1670521990844	-0.142366667588552	Q9H0U3	Magnesium transporter protein 1	MAGT1
-0.236599996685982	-0.123549997806549	-0.010499999858439		-0.12354999827221	0.198888511713913	-1.89292239969149	0.701390311935278	0.24360393334833	-0.12354999811699	J3KPD3	RNA binding motif protein 7, isoform CRA_c	RBM7
0.170900002121925	-0.415800005197525	-0.1224500015378		-0.1224500015378	0.544803352429489	-0.722991721167227	0.263760228670238	0.586244582431504	-0.1224500015378	B4DGL8	ATP-binding cassette sub-family B member 7, mitochondrial (Fragment)	ABCB7
-0.0546999983489513	-0.169799998402596	-0.122400000691414		-0.122400000691414	0.0742506452182921	-3.46224996380259	1.12929976957312	0.108484323214098	-0.115633332480987	A8K7T4	cDNA FLJ75774, highly similar to Homo sapiens lectin, mannose-binding 2 (LMAN2), mRNA	NA
-0.100000001490116	-0.143800005316734	-0.121899999678135	+	-0.121900003403425	0.010588126973595	-9.64095803157166	1.97518085089047	0.0289646363649808	-0.121900002161662	P11586	C-1-tetrahydrofolate synthase, cytoplasmic	MTHFD1
-0.121799997985363	-0.171200007200241	-0.108400002121925	+	-0.121799997985363	0.019766983140612	-7.00673963682638	1.70405960814568	0.0419855484873115	-0.133800002435843	Q96S82	Ubiquitin-like protein 7	UBL7
-0.217099994421005	-0.121500000357628	-0.0904000028967857		-0.121500000357628	0.0642917375162211	-3.75109383947952	1.19184483765766	0.0971776822207482	-0.14299999922514	P49750-4	Isoform 4 of YLP motif-containing protein 1	YLPM1
-0.143999993801117	-0.098300002515316	-0.121150001883507	+	-0.121149998158217	0.0116509735684947	-9.1832819325768	1.93363779173274	0.0304878050293549	-0.12114999939998	Q9NP77	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72
-0.121050000190735	-0.061599999666214	-0.180500000715256		-0.121050000190735	0.0718428392160684	-3.52674093753954	1.14361651396727	0.105417529686063	-0.121050000190735	F5GWH5	Transmembrane protein 258	TMEM258
-0.27700001001358	-0.120800003409386	0.0353999994695187		-0.120800005272031	0.312328266082641	-1.33951178191027	0.505388731481833	0.361453778718937	-0.120800004651149	Q8N4V1	Membrane magnesium transporter 1	MMGT1
-0.227200001478195	-0.014299999922514	-0.120750002563		-0.120750000700354	0.188389368056916	-1.96472648848049	0.724943620536588	0.233029452164452	-0.120750001321236	Q9H9C1-2	Isoform 2 of Spermatogenesis-defective protein 39 homolog	VIPAS39
-0.114900000393391	-0.149700000882149	-0.120700001716614	+	-0.120700001716614	0.00695140776859522	-11.9313661021146	2.15792723515484	0.023284057646416	-0.128433334330718	Q9NT62-2	Isoform 2 of Ubiquitin-like-conjugating enzyme ATG3	ATG3
-0.212400004267693	-0.0288999993354082	-0.120650000870228		-0.120650001801551	0.150446152895871	-2.2776231873201	0.822618912401791	0.192849749811757	-0.12065000149111	A0A024R6Z2	Protein arginine methyltransferase 7, isoform CRA_b	PRMT7
-0.119599997997284	-0.0234999991953373	-0.126599997282028		-0.119599997997284	0.113959124168867	-2.70282952057931	0.943250897265275	0.153091467670198	-0.0898999981582165	Q659C5	Uncharacterized protein DKFZp434E1212 (Fragment)	DKFZp434E1212
-0.119599997997284	-0.159999996423721	-0.0175000000745058		-0.119599997997284	0.144593050020306	-2.33557852516164	0.839852581885616	0.186796419795189	-0.0990333314985037	Q9ULR0	Pre-mRNA-splicing factor ISY1 homolog	ISY1
-0.17849999666214	-0.118600003421307	-0.119499996304512	+	-0.119499996304512	0.019765735208479	-7.00696753523383	1.70408702695531	0.0419855484873115	-0.138866665462653	A8K525	cDNA FLJ76817, highly similar to Homo sapiens non-POU domain containing, octamer-binding (NONO), mRNA	NA
-0.154300004243851	-0.119499996304512	0.0109999999403954		-0.119499996304512	0.223792757153966	-1.74109655786636	0.650153973613316	0.269847588435237	-0.0876000002026558	P15170-2	Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1
0.0335999988019466	-0.141000002622604	-0.119199998676777		-0.119199998676777	0.302870859681262	-1.37512457752497	0.518742526495385	0.351780814819188	-0.0755333341658115	Q9Y3L3	SH3 domain-binding protein 1	SH3BP1
-0.187800005078316	-0.118850000202656	-0.0498999990522861		-0.118850002065301	0.096262373846882	-2.98555812996717	1.01654342886526	0.133160351398813	-0.118850001444419	Q8IXQ3	Uncharacterized protein C9orf40	C9orf40
-0.118500001728535	-0.141100004315376	-0.0359999984502792		-0.118500001728535	0.090966503831346	-3.08494452105278	1.04111849647351	0.127000944958378	-0.0985333348313967	Q53HG5	KIAA0103 variant (Fragment)	NA
-0.069300003349781	-0.12780000269413	-0.118000000715256		-0.118000000715256	0.0284034348070146	-5.80639412098111	1.54662913786069	0.0533972061840658	-0.105033335586389	Q12972	Nuclear inhibitor of protein phosphatase 1	PPP1R8
-0.156599998474121	-0.117600001394749	0.266699999570847		-0.117600001394749	0.986913338282275	-0.0185089194806516	0.00572098143189193	0.989231396622337	-0.00250000009934107	Q6IQ49-2	Isoform 2 of Protein SDE2 homolog	SDE2
